Fp2;F8;FT8;T8;TP8;P8;TP10;O2;Oz;O1;TP9;P7;TP7;T7;FT7;F7;FP1;AFz;F4;FC4;C4;CP4;P4;Pz;P3;CP3;C3;FC3;F3;Fz;FCz;CPz;Cz
1.271;-3.917;1.252;4.298;1.848;3.515;-2.338;3.361;5.278;7.345;9.071;6.832;10.573;3.974;0.037;-0.524;4.485;-1.427;-3.589;-4.750;0.451;1.659;4.047;-0.668;-3.029;-3.477;-1.019;1.119;1.068;-0.593;-2.526;-2.352;-4.235
1.226;-3.072;1.522;4.698;2.143;3.585;-1.771;4.180;6.196;8.025;8.724;6.923;10.585;4.031;0.187;-0.138;3.797;-1.865;-3.369;-4.622;0.739;1.909;4.454;0.130;-2.534;-3.320;-1.157;0.920;0.696;-0.934;-2.637;-2.373;-4.376
1.115;-2.226;1.846;4.988;2.235;3.401;-1.746;4.875;6.945;8.654;8.532;7.074;10.701;4.197;0.301;0.256;3.134;-2.206;-3.066;-4.292;1.190;2.192;4.754;1.004;-1.968;-3.075;-1.229;0.771;0.339;-1.205;-2.675;-2.149;-4.269
0.734;-1.538;2.094;5.028;2.074;2.940;-2.203;5.451;7.533;9.258;8.505;7.332;10.912;4.437;0.464;0.610;2.454;-2.530;-2.881;-3.878;1.653;2.409;4.902;1.887;-1.323;-2.763;-1.252;0.661;-0.036;-1.468;-2.789;-1.717;-3.974
0.108;-1.032;2.230;4.783;1.662;2.224;-2.961;5.879;7.984;9.854;8.532;7.741;11.158;4.711;0.783;0.919;1.861;-2.808;-2.859;-3.441;2.050;2.520;4.909;2.747;-0.575;-2.383;-1.233;0.614;-0.401;-1.679;-3.021;-1.106;-3.517
-0.638;-0.699;2.277;4.321;1.041;1.296;-3.809;6.106;8.313;10.424;8.492;8.290;11.343;4.985;1.289;1.187;1.513;-2.964;-2.940;-3.010;2.365;2.547;4.813;3.557;0.253;-1.950;-1.191;0.642;-0.701;-1.758;-3.341;-0.369;-2.941
-1.350;-0.530;2.310;3.801;0.308;0.243;-4.586;6.132;8.545;10.958;8.325;8.911;11.402;5.257;1.948;1.424;1.526;-2.926;-2.992;-2.573;2.643;2.585;4.700;4.304;1.123;-1.481;-1.134;0.747;-0.882;-1.661;-3.653;0.441;-2.313
-1.847;-0.463;2.475;3.474;-0.374;-0.781;-5.216;6.044;8.747;11.487;8.012;9.527;11.331;5.540;2.712;1.652;1.917;-2.637;-2.818;-2.043;3.008;2.799;4.715;5.012;2.026;-0.958;-1.037;0.941;-0.903;-1.372;-3.806;1.319;-1.671
-1.982;-0.387;2.934;3.573;-0.830;-1.594;-5.687;5.944;8.986;12.037;7.553;10.065;11.151;5.815;3.515;1.880;2.530;-2.083;-2.246;-1.301;3.602;3.341;5.001;5.713;2.963;-0.355;-0.864;1.227;-0.794;-0.893;-3.662;2.281;-1.027
-1.735;-0.205;3.765;4.189;-0.954;-2.058;-6.030;5.867;9.269;12.578;7.013;10.458;10.876;6.014;4.246;2.053;3.062;-1.349;-1.243;-0.302;4.489;4.232;5.590;6.382;3.889;0.310;-0.611;1.547;-0.681;-0.259;-3.193;3.287;-0.407
-1.224;0.156;4.914;5.236;-0.746;-2.142;-6.290;5.771;9.529;13.038;6.536;10.659;10.518;6.060;4.777;2.064;3.240;-0.598;0.064;0.869;5.606;5.339;6.372;6.918;4.707;0.958;-0.323;1.799;-0.727;0.434;-2.508;4.216;0.118
-0.605;0.786;6.273;6.540;-0.268;-1.905;-6.481;5.600;9.674;13.349;6.248;10.668;10.114;5.917;5.025;1.872;3.070;0.049;1.447;2.049;6.780;6.442;7.154;7.202;5.317;1.508;-0.042;1.926;-0.989;1.072;-1.780;4.939;0.479
0.076;1.801;7.766;7.942;0.399;-1.466;-6.544;5.323;9.631;13.459;6.140;10.520;9.732;5.641;5.000;1.584;2.928;0.623;2.672;3.092;7.807;7.351;7.750;7.172;5.672;1.936;0.267;1.987;-1.323;1.594;-1.145;5.396;0.690
0.923;3.274;9.332;9.317;1.172;-0.975;-6.403;4.905;9.352;13.310;6.101;10.228;9.435;5.354;4.798;1.386;3.327;1.275;3.594;3.917;8.524;7.951;8.044;6.841;5.765;2.267;0.683;2.104;-1.481;2.001;-0.656;5.607;0.836
2.052;5.135;10.850;10.563;1.947;-0.599;-6.049;4.276;8.790;12.836;6.034;9.751;9.244;5.166;4.534;1.413;4.565;2.154;4.188;4.501;8.857;8.207;7.993;6.255;5.598;2.511;1.242;2.366;-1.288;2.329;-0.310;5.623;1.009
3.417;7.137;12.129;11.580;2.610;-0.487;-5.583;3.362;7.903;12.004;5.915;9.044;9.126;5.099;4.284;1.694;6.562;3.285;4.511;4.840;8.814;8.143;7.623;5.462;5.172;2.642;1.889;2.773;-0.736;2.610;-0.091;5.488;1.251
4.786;8.932;12.985;12.289;3.073;-0.716;-5.141;2.146;6.688;10.851;5.759;8.108;9.006;5.097;4.073;2.141;8.902;4.504;4.645;4.926;8.467;7.820;7.005;4.503;4.484;2.597;2.485;3.237;0.021;2.830;0.005;5.224;1.534
5.909;10.239;13.348;12.672;3.310;-1.250;-4.814;0.728;5.233;9.491;5.575;7.021;8.815;5.083;3.885;2.608;11.076;5.551;4.669;4.771;7.936;7.326;6.237;3.421;3.550;2.319;2.877;3.625;0.769;2.946;-0.004;4.856;1.793
6.726;10.986;13.324;12.812;3.358;-1.939;-4.625;-0.702;3.731;8.098;5.319;5.928;8.553;5.029;3.736;3.026;12.767;6.263;4.692;4.462;7.400;6.800;5.440;2.306;2.448;1.817;2.983;3.865;1.366;2.970;-0.030;4.455;2.009
7.389;11.289;13.132;12.847;3.269;-2.602;-4.540;-1.964;2.378;6.826;4.937;4.976;8.281;4.959;3.681;3.442;13.945;6.663;4.841;4.153;7.042;6.394;4.727;1.284;1.301;1.169;2.806;3.966;1.798;3.001;0.066;4.131;2.224
8.096;11.302;12.958;12.859;3.055;-3.144;-4.514;-2.987;1.272;5.748;4.449;4.233;8.056;4.892;3.751;3.903;14.676;6.854;5.197;3.962;6.948;6.195;4.152;0.444;0.207;0.448;2.363;3.945;2.092;3.128;0.361;3.946;2.466
8.895;11.073;12.850;12.818;2.717;-3.563;-4.519;-3.763;0.426;4.870;3.977;3.710;7.897;4.843;3.920;4.354;14.933;6.867;5.713;3.898;7.041;6.173;3.690;-0.199;-0.805;-0.317;1.652;3.782;2.227;3.328;0.790;3.865;2.687
9.671;10.545;12.738;12.618;2.276;-3.895;-4.556;-4.276;-0.165;4.187;3.687;3.409;7.809;4.841;4.146;4.674;14.612;6.651;6.222;3.887;7.129;6.199;3.280;-0.680;-1.742;-1.127;0.671;3.427;2.143;3.478;1.168;3.783;2.782
10.253;9.672;12.524;12.190;1.803;-4.142;-4.625;-4.489;-0.495;3.705;3.698;3.329;7.787;4.903;4.383;4.766;13.689;6.170;6.559;3.856;7.037;6.130;2.885;-1.046;-2.606;-1.991;-0.558;2.827;1.786;3.445;1.316;3.590;2.659
10.498;8.522;12.155;11.567;1.408;-4.246;-4.683;-4.366;-0.549;3.434;4.010;3.448;7.816;5.008;4.583;4.587;12.290;5.463;6.652;3.775;6.708;5.889;2.524;-1.310;-3.363;-2.902;-1.965;1.955;1.145;3.165;1.148;3.218;2.289
10.296;7.260;11.626;10.861;1.221;-4.113;-4.638;-3.870;-0.304;3.382;4.520;3.737;7.888;5.117;4.707;4.157;10.607;4.605;6.504;3.634;6.205;5.504;2.259;-1.451;-3.953;-3.823;-3.438;0.837;0.255;2.658;0.669;2.664;1.697
9.618;6.093;10.977;10.214;1.353;-3.658;-4.376;-2.984;0.260;3.566;5.082;4.174;8.001;5.189;4.736;3.551;8.777;3.642;6.174;3.430;5.649;5.077;2.179;-1.443;-4.298;-4.679;-4.840;-0.439;-0.807;1.979;-0.059;1.969;0.915
8.552;5.219;10.319;9.787;1.870;-2.830;-3.803;-1.732;1.134;4.009;5.573;4.736;8.158;5.190;4.669;2.879;6.854;2.583;5.780;3.193;5.195;4.755;2.388;-1.259;-4.326;-5.376;-6.050;-1.741;-1.931;1.195;-0.942;1.202;-0.035
7.253;4.786;9.845;9.736;2.778;-1.618;-2.891;-0.187;2.273;4.736;5.904;5.405;8.362;5.106;4.520;2.257;4.887;1.470;5.464;3.006;5.007;4.676;2.973;-0.867;-3.980;-5.815;-6.964;-2.929;-2.996;0.409;-1.874;0.447;-1.102
5.896;4.845;9.742;10.151;4.022;-0.069;-1.706;1.541;3.606;5.750;6.027;6.173;8.624;4.974;4.310;1.772;2.991;0.413;5.340;2.970;5.196;4.916;3.947;-0.249;-3.242;-5.921;-7.504;-3.899;-3.904;-0.263;-2.749;-0.221;-2.195
4.663;5.355;10.093;10.999;5.479;1.696;-0.374;3.311;5.039;6.998;5.937;7.035;8.963;4.875;4.044;1.475;1.361;-0.445;5.458;3.147;5.771;5.449;5.215;0.559;-2.166;-5.679;-7.638;-4.613;-4.601;-0.751;-3.503;-0.759;-3.219
3.747;6.203;10.814;12.118;6.975;3.484;0.968;4.956;6.452;8.365;5.684;7.979;9.411;4.902;3.711;1.398;0.231;-0.988;5.778;3.521;6.617;6.161;6.586;1.450;-0.880;-5.144;-7.393;-5.088;-5.070;-1.072;-4.142;-1.165;-4.110
3.283;7.223;11.705;13.265;8.315;5.063;2.193;6.302;7.710;9.709;5.360;8.976;9.977;5.096;3.291;1.548;-0.218;-1.171;6.178;4.018;7.520;6.881;7.818;2.285;0.441;-4.431;-6.855;-5.359;-5.313;-1.300;-4.726;-1.472;-4.841
3.288;8.237;12.565;14.199;9.314;6.207;3.184;7.191;8.681;10.879;5.080;9.949;10.600;5.416;2.768;1.877;0.039;-1.035;6.520;4.537;8.253;7.428;8.679;2.923;1.605;-3.687;-6.150;-5.471;-5.364;-1.517;-5.311;-1.735;-5.404
3.619;9.076;13.243;14.755;9.831;6.755;3.827;7.499;9.236;11.714;4.955;10.745;11.135;5.755;2.109;2.240;0.803;-0.714;6.693;4.967;8.650;7.662;8.997;3.242;2.433;-3.080;-5.439;-5.494;-5.325;-1.788;-5.907;-2.022;-5.801
4.025;9.595;13.633;14.863;9.799;6.671;4.043;7.175;9.283;12.068;5.039;11.175;11.398;5.975;1.282;2.436;1.722;-0.396;6.639;5.216;8.652;7.531;8.713;3.178;2.798;-2.751;-4.889;-5.518;-5.342;-2.169;-6.495;-2.375;-6.036
4.318;9.730;13.707;14.559;9.278;6.070;3.859;6.269;8.825;11.870;5.270;11.081;11.237;5.932;0.301;2.342;2.481;-0.226;6.411;5.270;8.338;7.119;7.929;2.778;2.676;-2.765;-4.612;-5.610;-5.517;-2.679;-7.033;-2.759;-6.098
4.513;9.563;13.553;13.985;8.447;5.168;3.413;4.934;7.971;11.166;5.462;10.395;10.573;5.509;-0.755;1.999;2.947;-0.231;6.194;5.233;7.913;6.635;6.897;2.195;2.150;-3.084;-4.630;-5.774;-5.847;-3.271;-7.438;-3.057;-5.952
4.768;9.275;13.342;13.333;7.530;4.185;2.851;3.379;6.893;10.090;5.449;9.152;9.413;4.672;-1.761;1.571;3.135;-0.325;6.192;5.246;7.616;6.316;5.899;1.628;1.355;-3.610;-4.902;-5.981;-6.265;-3.846;-7.633;-3.144;-5.565
5.247;9.029;13.222;12.754;6.713;3.295;2.266;1.822;5.769;8.820;5.161;7.486;7.855;3.508;-2.589;1.259;3.123;-0.379;6.492;5.391;7.626;6.319;5.149;1.258;0.433;-4.234;-5.343;-6.188;-6.682;-4.290;-7.582;-2.938;-4.937
6.039;8.901;13.264;12.315;6.127;2.621;1.748;0.468;4.772;7.548;4.571;5.614;6.079;2.202;-3.128;1.238;3.038;-0.248;7.059;5.684;8.029;6.704;4.763;1.226;-0.474;-4.842;-5.840;-6.335;-6.987;-4.504;-7.284;-2.392;-4.093
7.107;8.850;13.429;12.001;5.833;2.231;1.386;-0.509;4.055;6.458;3.692;3.785;4.298;0.974;-3.312;1.607;3.083;0.181;7.775;6.077;8.774;7.433;4.750;1.604;-1.249;-5.334;-6.280;-6.351;-7.031;-4.432;-6.759;-1.498;-3.084
8.269;8.745;13.586;11.730;5.818;2.114;1.211;-1.012;3.708;5.670;2.612;2.193;2.681;-0.023;-3.145;2.355;3.504;0.941;8.478;6.482;9.678;8.360;5.017;2.354;-1.828;-5.659;-6.597;-6.197;-6.689;-4.088;-6.063;-0.326;-1.987
9.254;8.453;13.596;11.414;6.007;2.204;1.199;-1.040;3.738;5.223;1.460;0.941;1.288;-0.759;-2.727;3.359;4.469;1.972;9.016;6.801;10.518;9.277;5.435;3.340;-2.211;-5.826;-6.790;-5.887;-5.920;-3.547;-5.285;0.978;-0.897
9.806;7.920;13.376;11.002;6.299;2.425;1.308;-0.649;4.099;5.107;0.350;0.061;0.117;-1.295;-2.204;4.437;5.979;3.142;9.283;6.970;11.132;9.989;5.907;4.387;-2.428;-5.877;-6.886;-5.458;-4.788;-2.902;-4.513;2.248;0.096
9.808;7.182;12.917;10.482;6.597;2.712;1.510;0.066;4.713;5.299;-0.632;-0.465;-0.835;-1.709;-1.695;5.419;7.867;4.301;9.229;6.976;11.455;10.372;6.367;5.332;-2.521;-5.849;-6.905;-4.958;-3.430;-2.217;-3.831;3.339;0.914
9.374;6.360;12.291;9.891;6.841;3.033;1.812;0.999;5.498;5.759;-1.437;-0.668;-1.545;-2.046;-1.239;6.196;9.879;5.330;8.903;6.847;11.495;10.385;6.776;6.041;-2.522;-5.767;-6.844;-4.435;-2.013;-1.543;-3.294;4.150;1.493
8.824;5.650;11.642;9.318;7.029;3.390;2.255;2.067;6.397;6.426;-2.064;-0.586;-2.004;-2.299;-0.794;6.727;11.773;6.169;8.451;6.629;11.315;10.067;7.120;6.425;-2.457;-5.641;-6.699;-3.952;-0.703;-0.930;-2.927;4.619;1.803
8.503;5.244;11.106;8.863;7.178;3.793;2.873;3.224;7.377;7.220;-2.541;-0.271;-2.234;-2.432;-0.273;7.032;13.379;6.796;8.039;6.357;10.985;9.511;7.391;6.442;-2.361;-5.481;-6.493;-3.582;0.352;-0.439;-2.733;4.713;1.852
8.599;5.237;10.745;8.571;7.302;4.239;3.661;4.447;8.396;8.045;-2.874;0.186;-2.288;-2.427;0.363;7.151;14.566;7.177;7.750;6.027;10.554;8.820;7.552;6.096;-2.283;-5.320;-6.280;-3.411;1.012;-0.149;-2.730;4.416;1.654
9.045;5.557;10.521;8.414;7.401;4.711;4.570;5.709;9.380;8.794;-2.999;0.671;-2.233;-2.322;1.041;7.081;15.154;7.223;7.527;5.585;10.011;8.051;7.543;5.405;-2.291;-5.228;-6.136;-3.532;1.126;-0.183;-3.002;3.724;1.181
9.546;5.987;10.300;8.316;7.442;5.159;5.475;6.948;10.226;9.373;-2.735;1.077;-2.110;-2.167;1.589;6.741;14.900;6.806;7.186;4.919;9.263;7.165;7.276;4.357;-2.465;-5.288;-6.137;-4.017;0.573;-0.694;-3.705;2.628;0.358
9.761;6.262;9.921;8.200;7.369;5.499;6.196;8.074;10.828;9.717;-1.872;1.348;-1.913;-1.981;1.804;6.049;13.669;5.865;6.525;3.927;8.187;6.065;6.662;2.931;-2.849;-5.550;-6.311;-4.866;-0.637;-1.766;-4.957;1.138;-0.865
9.573;6.254;9.327;8.038;7.170;5.685;6.619;9.014;11.121;9.815;-0.410;1.507;-1.600;-1.744;1.592;5.079;11.645;4.549;5.523;2.653;6.768;4.711;5.681;1.172;-3.401;-5.978;-6.586;-5.919;-2.281;-3.251;-6.661;-0.644;-2.391
9.132;6.037;8.632;7.871;6.921;5.766;6.772;9.752;11.115;9.708;1.333;1.633;-1.134;-1.428;1.058;4.115;9.313;3.210;4.415;1.332;5.168;3.202;4.431;-0.772;-3.995;-6.459;-6.797;-6.864;-3.953;-4.759;-8.463;-2.500;-3.943
8.642;5.778;8.018;7.755;6.726;5.821;6.759;10.284;10.838;9.431;2.904;1.781;-0.541;-1.039;0.434;3.454;7.194;2.218;3.533;0.265;3.632;1.711;3.064;-2.715;-4.526;-6.878;-6.794;-7.396;-5.261;-5.852;-9.927;-4.197;-5.207
8.212;5.577;7.603;7.716;6.643;5.895;6.677;10.572;10.292;8.980;3.962;1.907;0.071;-0.650;-0.099;3.179;5.602;1.747;3.107;-0.363;2.364;0.377;1.722;-4.516;-4.987;-7.194;-6.556;-7.389;-6.008;-6.296;-10.753;-5.582;-5.996
7.883;5.441;7.426;7.764;6.696;6.011;6.608;10.594;9.494;8.359;4.364;1.911;0.555;-0.378;-0.501;3.136;4.614;1.749;3.206;-0.514;1.495;-0.711;0.532;-6.086;-5.439;-7.450;-6.195;-6.935;-6.208;-6.105;-10.858;-6.592;-6.298
7.715;5.356;7.482;7.913;6.896;6.207;6.592;10.417;8.547;7.649;4.140;1.708;0.790;-0.333;-0.828;3.104;4.190;2.103;3.796;-0.232;1.099;-1.480;-0.365;-7.354;-5.935;-7.707;-5.869;-6.223;-5.968;-5.421;-10.309;-7.219;-6.206
7.822;5.354;7.757;8.166;7.237;6.531;6.589;10.200;7.622;6.984;3.470;1.274;0.730;-0.560;-1.142;2.973;4.285;2.741;4.806;0.445;1.208;-1.872;-0.848;-8.275;-6.479;-7.999;-5.689;-5.418;-5.367;-4.367;-9.235;-7.492;-5.830
8.315;5.496;8.230;8.504;7.686;7.009;6.511;10.088;6.857;6.446;2.620;0.628;0.412;-1.015;-1.452;2.800;4.842;3.643;6.161;1.473;1.775;-1.881;-0.871;-8.870;-7.063;-8.326;-5.692;-4.607;-4.440;-3.023;-7.780;-7.492;-5.274
9.152;5.775;8.823;8.859;8.181;7.619;6.309;10.125;6.292;6.015;1.853;-0.181;-0.064;-1.593;-1.740;2.719;5.750;4.749;7.731;2.748;2.625;-1.612;-0.517;-9.244;-7.710;-8.691;-5.875;-3.832;-3.220;-1.479;-6.119;-7.355;-4.667
10.097;6.069;9.399;9.111;8.644;8.302;6.001;10.268;5.886;5.632;1.353;-1.087;-0.571;-2.169;-1.974;2.824;6.853;5.937;9.290;4.080;3.467;-1.260;0.037;-9.533;-8.470;-9.122;-6.232;-3.123;-1.769;0.141;-4.466;-7.234;-4.158
10.870;6.241;9.835;9.161;9.016;9.003;5.629;10.455;5.604;5.289;1.207;-2.000;-0.992;-2.636;-2.124;3.135;7.983;7.069;10.586;5.266;4.040;-1.000;0.632;-9.832;-9.359;-9.661;-6.750;-2.515;-0.181;1.715;-3.022;-7.239;-3.862
11.308;6.253;10.092;8.996;9.278;9.696;5.215;10.640;5.462;5.044;1.397;-2.810;-1.257;-2.949;-2.167;3.613;8.985;8.050;11.448;6.170;4.241;-0.884;1.190;-10.162;-10.325;-10.332;-7.405;-2.047;1.419;3.160;-1.908;-7.406;-3.810
11.362;6.171;10.198;8.682;9.441;10.369;4.784;10.785;5.497;4.966;1.815;-3.427;-1.363;-3.146;-2.125;4.164;9.710;8.810;11.804;6.743;4.126;-0.853;1.704;-10.498;-11.274;-11.121;-8.162;-1.780;2.861;4.411;-1.173;-7.713;-3.955
11.059;6.093;10.206;8.320;9.529;11.010;4.420;10.843;5.697;5.067;2.284;-3.814;-1.372;-3.316;-2.072;4.643;10.030;9.265;11.676;6.982;3.824;-0.818;2.191;-10.806;-12.123;-11.983;-8.982;-1.775;3.956;5.371;-0.812;-8.109;-4.225
10.503;6.098;10.170;8.005;9.565;11.602;4.235;10.777;6.000;5.299;2.627;-3.998;-1.366;-3.532;-2.105;4.888;9.885;9.328;11.186;6.928;3.476;-0.707;2.672;-11.051;-12.813;-12.831;-9.800;-2.052;4.564;5.934;-0.772;-8.535;-4.554
9.830;6.227;10.117;7.803;9.549;12.105;4.265;10.573;6.337;5.591;2.762;-4.033;-1.392;-3.807;-2.284;4.786;9.316;8.959;10.513;6.640;3.198;-0.475;3.171;-11.182;-13.280;-13.521;-10.510;-2.571;4.637;6.050;-0.970;-8.914;-4.877
9.128;6.452;10.010;7.703;9.430;12.435;4.424;10.210;6.644;5.867;2.761;-3.960;-1.439;-4.121;-2.590;4.327;8.415;8.181;9.780;6.154;3.030;-0.129;3.680;-11.160;-13.456;-13.897;-11.003;-3.260;4.188;5.709;-1.361;-9.179;-5.153
8.409;6.655;9.735;7.587;9.105;12.473;4.568;9.638;6.852;6.053;2.817;-3.786;-1.464;-4.449;-2.956;3.599;7.287;7.040;8.988;5.428;2.899;0.241;4.123;-10.981;-13.296;-13.858;-11.221;-4.057;3.246;4.891;-1.980;-9.305;-5.409
7.614;6.646;9.138;7.259;8.458;12.097;4.561;8.799;6.890;6.083;3.176;-3.502;-1.425;-4.778;-3.318;2.709;6.029;5.589;8.019;4.362;2.625;0.473;4.359;-10.699;-12.809;-13.410;-11.176;-4.933;1.849;3.551;-2.928;-9.334;-5.737
6.634;6.245;8.112;6.532;7.433;11.263;4.329;7.695;6.739;5.933;3.992;-3.074;-1.285;-5.084;-3.634;1.717;4.764;3.899;6.730;2.892;2.012;0.419;4.274;-10.375;-12.042;-12.629;-10.918;-5.849;0.086;1.706;-4.272;-9.329;-6.216
5.408;5.402;6.701;5.365;6.124;10.080;3.935;6.452;6.483;5.663;5.144;-2.414;-0.976;-5.292;-3.837;0.704;3.681;2.125;5.112;1.116;1.005;0.080;3.904;-10.001;-11.009;-11.568;-10.447;-6.681;-1.833;-0.458;-5.914;-9.280;-6.805
4.008;4.249;5.099;3.899;4.754;8.778;3.539;5.275;6.279;5.395;6.282;-1.421;-0.427;-5.306;-3.833;-0.178;2.989;0.503;3.343;-0.713;-0.249;-0.379;3.448;-9.491;-9.683;-10.227;-9.699;-7.224;-3.595;-2.598;-7.582;-9.105;-7.343
2.621;2.996;3.540;2.330;3.534;7.562;3.273;4.334;6.244;5.209;7.099;-0.093;0.365;-5.091;-3.565;-0.765;2.797;-0.753;1.659;-2.327;-1.513;-0.763;3.113;-8.787;-8.081;-8.633;-8.637;-7.312;-4.921;-4.382;-8.975;-8.737;-7.681
1.515;1.832;2.213;0.828;2.583;6.556;3.167;3.713;6.416;5.110;7.503;1.419;1.309;-4.681;-3.036;-0.946;3.067;-1.530;0.250;-3.554;-2.568;-0.948;3.024;-7.898;-6.314;-6.886;-7.316;-6.905;-5.664;-5.612;-9.871;-8.177;-7.769
0.972;0.898;1.266;-0.448;1.944;5.825;3.204;3.438;6.781;5.069;7.548;2.869;2.250;-4.153;-2.316;-0.675;3.708;-1.791;-0.734;-4.304;-3.235;-0.878;3.233;-6.863;-4.544;-5.138;-5.871;-6.083;-5.808;-6.206;-10.143;-7.475;-7.641
1.147;0.271;0.801;-1.322;1.625;5.409;3.351;3.500;7.308;5.055;7.328;4.018;3.028;-3.611;-1.542;0.038;4.647;-1.533;-1.197;-4.552;-3.398;-0.546;3.745;-5.723;-2.934;-3.554;-4.467;-4.988;-5.412;-6.141;-9.764;-6.697;-7.360
1.986;-0.039;0.842;-1.657;1.610;5.313;3.559;3.849;7.950;5.050;6.932;4.734;3.553;-3.129;-0.853;1.140;5.814;-0.786;-1.139;-4.337;-3.032;0.014;4.513;-4.522;-1.603;-2.270;-3.228;-3.749;-4.569;-5.435;-8.808;-5.891;-6.988
3.292;-0.087;1.323;-1.432;1.859;5.495;3.776;4.397;8.642;5.028;6.419;5.010;3.837;-2.708;-0.328;2.534;7.113;0.365;-0.658;-3.751;-2.215;0.733;5.453;-3.309;-0.612;-1.347;-2.196;-2.440;-3.370;-4.179;-7.416;-5.076;-6.556
4.804;0.019;2.083;-0.788;2.292;5.851;3.954;5.024;9.286;4.939;5.835;4.907;3.941;-2.324;0.035;4.082;8.433;1.767;0.065;-2.931;-1.120;1.502;6.430;-2.144;0.029;-0.783;-1.352;-1.094;-1.906;-2.552;-5.771;-4.259;-6.070
6.244;0.149;2.914;0.027;2.805;6.243;4.060;5.598;9.751;4.704;5.221;4.487;3.896;-1.977;0.290;5.620;9.680;3.209;0.805;-2.038;0.024;2.186;7.275;-1.117;0.324;-0.558;-0.672;0.232;-0.291;-0.794;-4.084;-3.476;-5.530
7.376;0.216;3.652;0.798;3.311;6.549;4.107;5.995;9.901;4.238;4.569;3.787;3.680;-1.705;0.504;7.002;10.799;4.479;1.371;-1.207;1.014;2.667;7.835;-0.337;0.270;-0.661;-0.167;1.428;1.326;0.860;-2.546;-2.796;-4.938
8.088;0.244;4.246;1.434;3.776;6.720;4.161;6.132;9.645;3.486;3.793;2.823;3.254;-1.561;0.721;8.122;11.780;5.433;1.684;-0.503;1.752;2.884;8.046;0.113;-0.130;-1.067;0.128;2.371;2.785;2.262;-1.266;-2.279;-4.290
8.383;0.345;4.749;1.963;4.197;6.787;4.270;5.987;8.971;2.464;2.819;1.636;2.620;-1.588;0.938;8.905;12.631;6.035;1.765;0.076;2.248;2.846;7.942;0.210;-0.841;-1.723;0.182;2.973;3.949;3.363;-0.260;-1.941;-3.575
8.306;0.648;5.252;2.462;4.580;6.820;4.410;5.587;7.949;1.246;1.682;0.298;1.823;-1.812;1.103;9.259;13.290;6.303;1.704;0.567;2.571;2.603;7.608;-0.023;-1.803;-2.565;-0.034;3.176;4.706;4.150;0.492;-1.772;-2.810
7.930;1.227;5.828;3.015;4.924;6.872;4.529;4.996;6.688;-0.073;0.511;-1.111;0.922;-2.240;1.125;9.111;13.624;6.286;1.653;1.020;2.814;2.236;7.131;-0.549;-2.942;-3.535;-0.539;2.948;4.983;4.626;1.025;-1.764;-2.049
7.404;2.082;6.537;3.699;5.240;6.951;4.612;4.312;5.332;-1.381;-0.594;-2.491;-0.005;-2.821;0.953;8.521;13.554;6.101;1.833;1.513;3.081;1.853;6.578;-1.298;-4.150;-4.547;-1.292;2.343;4.822;4.864;1.405;-1.885;-1.331
6.941;3.167;7.431;4.578;5.565;7.051;4.683;3.644;4.052;-2.534;-1.617;-3.711;-0.842;-3.423;0.643;7.708;13.143;5.946;2.470;2.146;3.476;1.567;6.008;-2.174;-5.282;-5.462;-2.159;1.547;4.414;5.031;1.739;-2.064;-0.648
6.732;4.416;8.542;5.663;5.928;7.163;4.764;3.076;2.997;-3.405;-2.549;-4.656;-1.481;-3.895;0.307;6.895;12.546;5.993;3.657;2.975;4.035;1.426;5.446;-3.104;-6.216;-6.168;-2.986;0.776;3.983;5.269;2.104;-2.251;-0.006
6.844;5.724;9.815;6.863;6.326;7.290;4.878;2.653;2.245;-3.938;-3.321;-5.274;-1.883;-4.156;0.016;6.183;11.925;6.303;5.254;3.944;4.656;1.385;4.871;-4.078;-6.922;-6.650;-3.677;0.157;3.666;5.605;2.469;-2.467;0.521
7.196;6.934;11.079;8.005;6.736;7.452;5.040;2.392;1.790;-4.160;-3.815;-5.575;-2.097;-4.231;-0.241;5.543;11.410;6.810;6.937;4.887;5.123;1.325;4.233;-5.112;-7.449;-6.973;-4.216;-0.310;3.475;5.965;2.706;-2.769;0.812
7.601;7.868;12.112;8.904;7.129;7.673;5.246;2.300;1.598;-4.126;-3.918;-5.611;-2.226;-4.221;-0.506;4.901;11.053;7.352;8.382;5.621;5.220;1.118;3.500;-6.199;-7.867;-7.216;-4.636;-0.689;3.342;6.247;2.682;-3.198;0.768
7.863;8.412;12.754;9.463;7.493;7.971;5.474;2.399;1.662;-3.867;-3.616;-5.429;-2.335;-4.208;-0.778;4.241;10.809;7.764;9.413;6.048;4.867;0.711;2.711;-7.263;-8.202;-7.412;-4.973;-1.028;3.201;6.397;2.356;-3.731;0.392
7.878;8.588;12.991;9.707;7.841;8.359;5.729;2.738;2.026;-3.368;-3.046;-5.047;-2.402;-4.191;-0.987;3.655;10.591;7.963;10.043;6.207;4.172;0.171;1.996;-8.164;-8.413;-7.530;-5.216;-1.304;3.040;6.445;1.810;-4.271;-0.194
7.682;8.545;12.939;9.754;8.213;8.815;6.043;3.348;2.711;-2.618;-2.428;-4.477;-2.370;-4.138;-1.051;3.284;10.342;7.949;10.405;6.227;3.358;-0.352;1.511;-8.777;-8.455;-7.536;-5.336;-1.472;2.874;6.443;1.205;-4.716;-0.831
